													0.806591931	1.747260787	0.184406952	-0.310089138	0.805094953	-2.439043559							
P0A6K3	DEF_ECOLI	def	Peptide deformylase	1	1	34553.1	ECOLI		15.07652753										O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	2.57E+06
P0A6K6	DEOB_ECOLI	deoB	Phosphopentomutase	11	11	2.38E+06	ECOLI	1154430	21.18092895	20.13874927	-1.042179688	0.485593263			0.485593263			-1.042179688	O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	1	1	494114
P0A6L0	DEOC_ECOLI	deoC	Deoxyribose-phosphate aldolase	5	5	414294	ECOLI	11083.7	18.6602954	13.43615195	-5.224143454	0.026753224			0.026753224			-5.224143454	O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	4	4	1.86E+06
P0A6M8	EFG_ECOLI	fusA	Elongation factor G	21	21	8.65E+06	ECOLI	2508650	23.04509072	21.25847977	-1.786610947	0.289852142			0.289852142			-1.786610947	O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	1	1	2.00E+06
P0A6N4	EFP_ECOLI	efp	Elongation factor P	4	4	2.07E+06	ECOLI	72732	20.98461733	16.15030263	-4.834314702	0.035053087			0.035053087			-4.834314702	O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	3	3	338510
P0A6P1	EFTS_ECOLI	tsf	Elongation factor Ts	14	14	1.67E+07	ECOLI	3742820	23.99559776	21.83569424	-2.159903521	0.223771232			0.223771232			-2.159903521	O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	7	7	1.86E+06
P0A6P5	DER_ECOLI	der	GTPase Der	1	1	7966.54	ECOLI		12.95973756										O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	2.19E+06
P0A6P9	ENO_ECOLI	eno	Enolase	10	10	1.21E+07	ECOLI	9842530	23.52349926	23.23059777	-0.292901489	0.81625878			0.81625878			-0.292901489	O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	11	11	6.04E+07
P0A6Q3	FABA_ECOLI	fabA	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	3	3	3.59E+06	ECOLI	170756	21.77521481	17.38157675	-4.39363806	0.047575477			0.047575477			-4.39363806	O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	3	3	67040.9
P0A6R0	FABH_ECOLI	fabH	Beta-ketoacyl-[acyl-carrier-protein] synthase III	4	4	36480.2	ECOLI		15.15482602										O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	12	1	1.22E+08
P0A6S7	GPDA_ECOLI	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	2	2	149214	ECOLI		17.18702338										O13525	COQ4_YEAST	COQ4	"Ubiquinone biosynthesis protein COQ4, mitochondrial"	3	3	186348
P0A6T1	G6PI_ECOLI	pgi	Glucose-6-phosphate isomerase	12	12	1.67E+06	ECOLI	419093	20.67165854	18.6769109	-1.994747642	0.250911823			0.250911823			-1.994747642	O13539	THP2_YEAST	THP2	THO complex subunit THP2	3	3	1.45E+06
P0A6T5	GCH1_ECOLI	folE	GTP cyclohydrolase 1	2	2	219123	ECOLI	7233.08	17.7413814	12.82039439	-4.920987005	0.033009223			0.033009223			-4.920987005	O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	1	1	1.00E+06
P0A6T9	GCSH_ECOLI	gcvH	Glycine cleavage system H protein	1	1	8.01E+06	ECOLI		22.93362655										O13559;P0CX20;P0CX21;P0CX22	YRF11_YEAST;YRF14_YEAST;YRF15_YEAST;YRF18_YEAST	YRF1-1;YRF1-4;YRF1-5;YRF1-8	Y' element ATP-dependent helicase protein 1 copy 4	2	0	839840
P0A6U8	GLGA_ECOLI	glgA	Glycogen synthase	3	3	133048	ECOLI		17.0215873										O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	5	5	3.84E+06
P0A6V1	GLGC_ECOLI	glgC	Glucose-1-phosphate adenylyltransferase	2	2	37466.9	ECOLI		15.19332899										O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	9	9	1.06E+06
P0A6W5	GREA_ECOLI	greA	Transcription elongation factor GreA	4	4	746526	ECOLI	81954.9	19.50983298	16.32254259	-3.187290393	0.109781709			0.109781709			-3.187290393	O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	1.31E+08
P0A6W9	GSH1_ECOLI	gshA	Glutamate--cysteine ligase	5	5	3.78E+06	ECOLI		21.84814457										O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	7	7	2.80E+07
P0A6Y1	IHFB_ECOLI	ihfB	Integration host factor subunit beta	2	2	4.54E+06	ECOLI	1992.96	22.11530914	10.96069704	-11.1546121	0.000438659			0.000438659			-11.1546121	O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	1	0	197404
P0A6Y5	HSLO_ECOLI	hslO	33 kDa chaperonin	2	2	165839	ECOLI		17.3394238										O14495	PLPP3_HUMAN	PLPP3	Phospholipid phosphatase 3	2	2	30269.4
P0A6Y8	DNAK_ECOLI	dnaK	Chaperone protein DnaK	23	23	3.08E+07	ECOLI	72431100	24.87613189	26.11010595	1.233974061	2.35214021			2.35214021			1.233974061	O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	1	1	2738.05
P0A6Z1	HSCA_ECOLI	hscA	Chaperone protein HscA	2	2	14658.7	ECOLI		13.83946954										O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	2	2	488441
P0A6Z3	HTPG_ECOLI	htpG	Chaperone protein HtpG	16	16	929575	ECOLI	3141.42	19.82621174	11.61720113	-8.209010619	0.003379415			0.003379415			-8.209010619	O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	3	3	505351
P0A705	IF2_ECOLI	infB	Translation initiation factor IF-2	16	15	1.16E+06	ECOLI	926709	20.15058526	19.82175686	-0.328828403	0.796182793			0.796182793			-0.328828403	O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	1	1	3677.58
P0A707	IF3_ECOLI	infC	Translation initiation factor IF-3	5	5	845060	ECOLI	3189.46	19.68869425	11.63909647	-8.049597782	0.003774241			0.003774241			-8.049597782	O14548	COX7R_HUMAN	COX7A2L	"Cytochrome c oxidase subunit 7A-related protein, mitochondrial"	5	5	6.06E+06
P0A715	KDSA_ECOLI	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	5	5	7.70E+06	ECOLI		22.87693468										O14561	ACPM_HUMAN	NDUFAB1	"Acyl carrier protein, mitochondrial"	1	1	639780
P0A717	KPRS_ECOLI	prs	Ribose-phosphate pyrophosphokinase	5	5	624848	ECOLI		19.25314576										O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	5	5	2.79E+06
P0A722	LPXA_ECOLI	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	2	2	21063.1	ECOLI		14.36243016										O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	1	1	5674.18
P0A734	MINE_ECOLI	minE	Cell division topological specificity factor	2	2	234038	ECOLI		17.83638327										O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	9	9	2.05E+06
P0A742	MSCL_ECOLI	mscL	Large-conductance mechanosensitive channel	1	1	25373.2	ECOLI		14.63101786										O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	11	11	3.71E+06
P0A744	MSRA_ECOLI	msrA	Peptide methionine sulfoxide reductase MsrA	2	2	1.53E+06	ECOLI	12669.3	20.54738974	13.62904919	-6.918340549	0.008267458			0.008267458			-6.918340549	O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	2	2	388612
P0A746	MSRB_ECOLI	msrB	Peptide methionine sulfoxide reductase MsrB	1	1	21654.8	ECOLI		14.40239923										O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	7	7	1.10E+06
P0A749	MURA_ECOLI	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2	2	57743.9	ECOLI		15.81738093										O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	1	0	55466.4
P0A759	NAGB_ECOLI	nagB	Glucosamine-6-phosphate deaminase	4	4	799662	ECOLI	650493	19.60903081	19.31117401	-0.2978568	0.813459937			0.813459937			-0.2978568	O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	2	1	183228
P0A761	NANE_ECOLI	nanE	Putative N-acetylmannosamine-6-phosphate 2-epimerase	2	2	11249.2	ECOLI		13.45753479										O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	3	3	97903.9
P0A763	NDK_ECOLI	ndk	Nucleoside diphosphate kinase	7	7	3.85E+06	ECOLI	487202	21.87565862	18.89416053	-2.981498092	0.126613392			0.126613392			-2.981498092	O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	4	4	3.22E+06
P0A780	NUSB_ECOLI	nusB	Transcription antitermination protein NusB	1	1	5.21E+06	ECOLI		22.31263594										O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	5	5	2.16E+06
P0A786	PYRB_ECOLI	pyrB	Aspartate carbamoyltransferase catalytic subunit	4	4	177384	ECOLI	4461.48	17.43651636	12.12330666	-5.313209702	0.025151536			0.025151536			-5.313209702	O14662	STX16_HUMAN	STX16	Syntaxin-16	3	3	353080
P0A794	PDXJ_ECOLI	pdxJ	Pyridoxine 5'-phosphate synthase	3	3	25342.8	ECOLI		14.62928831										O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	7	7	726785
P0A796	PFKA_ECOLI	pfkA	ATP-dependent 6-phosphofructokinase isozyme 1	6	6	1.17E+06	ECOLI	11747.5	20.1586935	13.52006615	-6.638627356	0.010036309			0.010036309			-6.638627356	O14678	ABCD4_HUMAN	ABCD4	Lysosomal cobalamin transporter ABCD4	2	2	102388
P0A799	PGK_ECOLI	pgk	Phosphoglycerate kinase	12	12	8.34E+06	ECOLI	1946060	22.99145334	20.89212476	-2.099328577	0.23336683			0.23336683			-2.099328577	O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	2	2	10106.4
P0A7A9	IPYR_ECOLI	ppa	Inorganic pyrophosphatase	4	4	701608	ECOLI	135515	19.42030567	17.04809303	-2.372212647	0.193149166			0.193149166			-2.372212647	O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	2	2	4.95E+06
P0A7B8	HSLV_ECOLI	hslV	ATP-dependent protease subunit HslV	1	1	192559	ECOLI		17.55494103										O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	4	4	1.32E+06
P0A7C6	PEPE_ECOLI	pepE	Peptidase E	1	1	166099	ECOLI		17.34168386										O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	4	4	39676.4
P0A7D4	PURA_ECOLI	purA	Adenylosuccinate synthetase	13	13	3.82E+06	ECOLI	1665900	21.8657227	20.66787037	-1.197852329	0.435923738			0.435923738			-1.197852329	O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	1.45E+06
P0A7D7	PUR7_ECOLI	purC	Phosphoribosylaminoimidazole-succinocarboxamide synthase	4	4	3.40E+06	ECOLI	15576.4	21.69805772	13.92707422	-7.770983507	0.004578264			0.004578264			-7.770983507	O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	3.17E+06
P0A7E5	PYRG_ECOLI	pyrG	CTP synthase	8	7	1.07E+06	ECOLI		20.03351441										O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	9	9	3.49E+06
P0A7F3	PYRI_ECOLI	pyrI	Aspartate carbamoyltransferase regulatory chain	2	2	528989	ECOLI		19.0128782										O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	9	9	899418
P0A7G6	RECA_ECOLI	recA	Protein RecA	4	4	589192	ECOLI		19.16837832										O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	4	4	145603
P0A7I4	RF3_ECOLI	prfC	Peptide chain release factor RF3	1	1	61079	ECOLI		15.89838882										O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	5	5	3.62E+06
P0A7J3	RL10_ECOLI	rplJ	Large ribosomal subunit protein uL10	5	5	1.52E+07	ECOLI	17983900	23.85659954	24.10020258	0.243603044	1.183945806			1.183945806			0.243603044	O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	18	17	7.48E+06
P0A7J7	RL11_ECOLI	rplK	Large ribosomal subunit protein uL11	5	5	1.19E+07	ECOLI	3049720	23.49968582	21.54024536	-1.95944046	0.257128163			0.257128163			-1.95944046	O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	1	1	116369
P0A7K2	RL7_ECOLI	rplL	Large ribosomal subunit protein bL12	5	5	4.73E+07	ECOLI	12330300	25.49433607	23.55570457	-1.938631504	0.26086377			0.26086377			-1.938631504	O14787	TNPO2_HUMAN	TNPO2	Transportin-2	5	5	1.75E+06
P0A7K6	RL19_ECOLI	rplS	Large ribosomal subunit protein bL19	4	4	1.37E+07	ECOLI	4192960	23.71134307	21.99953764	-1.711805434	0.305277796			0.305277796			-1.711805434	O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	5	5	770073
P0A7L0	RL1_ECOLI	rplA	Large ribosomal subunit protein uL1	6	6	6.29E+06	ECOLI	1836810	22.58400458	20.80877097	-1.775233613	0.292147002			0.292147002			-1.775233613	O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	8	4	1.36E+07
P0A7L3	RL20_ECOLI	rplT	Large ribosomal subunit protein bL20	4	4	3.52E+06	ECOLI	1749240	21.74747185	20.73829681	-1.009175033	0.496830266			0.496830266			-1.009175033	O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	5	5	2.04E+06
P0A7L8	RL27_ECOLI	rpmA	Large ribosomal subunit protein bL27	3	3	1.70E+06	ECOLI		20.69722212										O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	2	2	3784.67
P0A7M2	RL28_ECOLI	rpmB	Large ribosomal subunit protein bL28	2	2	5.50E+06	ECOLI	864899	22.38988757	19.72217214	-2.667715428	0.157375686			0.157375686			-2.667715428	O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	2	2	331929
P0A7M6	RL29_ECOLI	rpmC	Large ribosomal subunit protein uL29	1	1	1.59E+06	ECOLI	702662	20.60426545	19.42247135	-1.181794098	0.440802986			0.440802986			-1.181794098	O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	1	1	14875.6
P0A7M9	RL31_ECOLI	rpmE	Large ribosomal subunit protein bL31	2	2	4.58E+06	ECOLI	590768	22.12751139	19.17223216	-2.955279236	0.128935439			0.128935439			-2.955279236	O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	1	1	142452
P0A7N4	RL32_ECOLI	rpmF	Large ribosomal subunit protein bL32	1	1	465985	ECOLI		18.82992399										O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	7	6	620050
P0A7N9	RL33_ECOLI	rpmG	Large ribosomal subunit protein bL33	1	1	2.53E+06	ECOLI	1773500	21.27031814	20.7581679	-0.512150243	0.701176601			0.701176601			-0.512150243	O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	5	5	80949.3
P0A7Q6	RL36_ECOLI	rpmJ	Large ribosomal subunit protein bL36A	1	1	2.00E+06	ECOLI	870885	20.93096251	19.7321227	-1.198839812	0.435625463			0.435625463			-1.198839812	O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	5	5	514448
P0A7R1	RL9_ECOLI	rplI	Large ribosomal subunit protein bL9	9	9	7.69E+06	ECOLI	1111410	22.8753474	20.0839597	-2.791387705	0.144447015			0.144447015			-2.791387705	O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	4	4	621862
P0A7R5	RS10_ECOLI	rpsJ	Small ribosomal subunit protein uS10	4	4	1.47E+07	ECOLI	1388490	23.81392794	20.40508536	-3.408842586	0.094153427			0.094153427			-3.408842586	O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	3	3	2.45E+06
P0A7R9	RS11_ECOLI	rpsK	Small ribosomal subunit protein uS11	3	3	3.99E+06	ECOLI	774506	21.92672019	19.56291689	-2.3638033	0.194278304			0.194278304			-2.3638033	O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	6	0	5.44E+06
P0A7S3	RS12_ECOLI	rpsL	Small ribosomal subunit protein uS12	4	4	4.41E+06	ECOLI	1850400	22.07345908	20.81940574	-1.254053338	0.419268591			0.419268591			-1.254053338	O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	7	7	418046
P0A7T3	RS16_ECOLI	rpsP	Small ribosomal subunit protein bS16	4	4	8.02E+06	ECOLI	1160740	22.93591175	20.14661342	-2.78929833	0.144656361			0.144656361			-2.78929833	O14965	AURKA_HUMAN	AURKA	Aurora kinase A	3	3	66046.8
P0A7T7	RS18_ECOLI	rpsR	Small ribosomal subunit protein bS18	3	3	4.57E+06	ECOLI	1276330	22.12509432	20.28356996	-1.841524363	0.279026807			0.279026807			-1.841524363	O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	1	1	2345.65
P0A7U3	RS19_ECOLI	rpsS	Small ribosomal subunit protein uS19	3	2	5.16E+06	ECOLI		22.29794394										O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	17	16	1.61E+06
P0A7U7	RS20_ECOLI	rpsT	Small ribosomal subunit protein bS20	3	3	4.96E+06	ECOLI	475321	22.24171089	18.85854262	-3.383168271	0.095843987			0.095843987			-3.383168271	O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	17	17	4.08E+06
P0A7V0	RS2_ECOLI	rpsB	Small ribosomal subunit protein uS2	9	9	4.41E+06	ECOLI	950624	22.07206586	19.8585153	-2.213550556	0.215603043			0.215603043			-2.213550556	O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	7	7	425476
P0A7V3	RS3_ECOLI	rpsC	Small ribosomal subunit protein uS3	10	10	6.85E+06	ECOLI	1324110	22.70842425	20.33659155	-2.3718327	0.19320004			0.19320004			-2.3718327	O14978	ZN263_HUMAN	ZNF263	Zinc finger protein 263	1	1	94741.3
P0A7V8	RS4_ECOLI	rpsD	Small ribosomal subunit protein uS4	6	6	8.20E+06	ECOLI	4479430	22.9668564	22.09488373	-0.871972665	0.546399222			0.546399222			-0.871972665	O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	7	6	8.16E+06
P0A7W1	RS5_ECOLI	rpsE	Small ribosomal subunit protein uS5	8	8	8.19E+06	ECOLI	1909280	22.96583359	20.86459726	-2.101236333	0.23305844			0.23305844			-2.101236333	O14980	XPO1_HUMAN	XPO1	Exportin-1	23	23	4.07E+06
P0A7W7	RS8_ECOLI	rpsH	Small ribosomal subunit protein uS8	8	8	6.79E+06	ECOLI	574834	22.69394928	19.13278587	-3.561163409	0.084719424			0.084719424			-3.561163409	O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	7	7	122574
P0A7X3	RS9_ECOLI	rpsI	Small ribosomal subunit protein uS9	6	6	6.83E+06	ECOLI	1095050	22.70356821	20.06256531	-2.641002893	0.160316754			0.160316754			-2.641002893	O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	2	2	15574.6
P0A7X6	RIMM_ECOLI	rimM	Ribosome maturation factor RimM	2	2	25240.2	ECOLI		14.62343572										O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	2	2	5854.2
P0A7Z0	RPIA_ECOLI	rpiA	Ribose-5-phosphate isomerase A	2	2	664870	ECOLI	126497	19.34271276	16.94874364	-2.393969112	0.190258246			0.190258246			-2.393969112	O15020	SPTN2_HUMAN	SPTBN2	"Spectrin beta chain, non-erythrocytic 2"	12	12	1.13E+07
P0A7Z4	RPOA_ECOLI	rpoA	DNA-directed RNA polymerase subunit alpha	10	10	5.75E+06	ECOLI	4669560	22.45487709	22.15485518	-0.300021906	0.812240063			0.812240063			-0.300021906	O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	27	27	1.52E+06
P0A800	RPOZ_ECOLI	rpoZ	DNA-directed RNA polymerase subunit omega	4	4	969294	ECOLI		19.8865748										O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	14	14	2.43E+06
P0A805	RRF_ECOLI	frr	Ribosome-recycling factor	4	4	3.96E+06	ECOLI	634613	21.91604855	19.27551755	-2.640531002	0.1603692			0.1603692			-2.640531002	O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	14	14	2.86E+06
P0A817	METK_ECOLI	metK	S-adenosylmethionine synthase	3	3	71619	ECOLI		16.12805475										O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	3	3	397194
P0A825	GLYA_ECOLI	glyA	Serine hydroxymethyltransferase	10	10	6.46E+06	ECOLI	940581	22.62324789	19.84319266	-2.780055226	0.145586125			0.145586125			-2.780055226	O15062	ZBTB5_HUMAN	ZBTB5	Zinc finger and BTB domain-containing protein 5	1	1	1968.75
P0A836;P0A837;P0A838	SUCC_ECO57;SUCC_ECOL6;SUCC_ECOLI	sucC	Succinate--CoA ligase [ADP-forming] subunit beta	13	13	7.99E+06	ECOLI	1977480	22.92921506	20.91523167	-2.013983385	0.247588569			0.247588569			-2.013983385	O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	21	21	2.67E+06
P0A840	SURE_ECOLI	surE	5'/3'-nucleotidase SurE	1	1	4693	ECOLI		12.19629475										O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	3	3	563779
P0A850	TIG_ECOLI	tig	Trigger factor	18	18	4.02E+07	ECOLI	23219500	25.26050913	24.46883357	-0.791675555	0.577672789			0.577672789			-0.791675555	O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	2	2	421648
P0A853	TNAA_ECOLI	tnaA	Tryptophanase	24	24	8.91E+07	ECOLI	21113000	26.40870997	24.33162825	-2.077081713	0.236993318			0.236993318			-2.077081713	O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	1	1	39405.1
P0A855	TOLB_ECOLI	tolB	Tol-Pal system protein TolB	4	4	1.28E+06	ECOLI		20.28249573										O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	5	5	348819
P0A858	TPIS_ECOLI	tpiA	Triosephosphate isomerase	5	5	4.22E+06	ECOLI	519255	22.00887994	18.98608368	-3.022796263	0.123040377			0.123040377			-3.022796263	O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	4	4	252405
P0A862	TPX_ECOLI	tpx	Thiol peroxidase	4	4	7.97E+06	ECOLI	2073190	22.92621527	20.98342091	-1.942794358	0.26011214			0.26011214			-1.942794358	O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	1	1	10386.8
P0A867	TALA_ECOLI	talA	Transaldolase A	8	8	1.72E+06	ECOLI		20.71743713										O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	4	4	300832
P0A870	TALB_ECOLI	talB	Transaldolase B	12	12	5.83E+06	ECOLI	1562900	22.47582643	20.57579404	-1.900032388	0.26793735			0.26793735			-1.900032388	O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	2	2	834244
P0A877	TRPA_ECOLI	trpA	Tryptophan synthase alpha chain	2	2	166962	ECOLI		17.34916026										O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	8	8	2.58E+06
P0A879	TRPB_ECOLI	trpB	Tryptophan synthase beta chain	1	1	15046.3	ECOLI		13.87712114										O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	10	10	6.51E+06
P0A884	TYSY_ECOLI	thyA	Thymidylate synthase	2	2	141815	ECOLI		17.11365061										O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	6	6	2.71E+06
P0A894	RAPZ_ECOLI	rapZ	RNase adapter protein RapZ	1	1	45343.6	ECOLI		15.46861132										O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	6	6	990568
P0A8A0	YEBC_ECOLI	yebC	Probable transcriptional regulatory protein YebC	4	4	600596	ECOLI	10813.2	19.19603534	13.40050591	-5.795529432	0.018004116			0.018004116			-5.795529432	O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	3	3	23063.6
P0A8A8	RIMP_ECOLI	rimP	Ribosome maturation factor RimP	1	1	406200	ECOLI		18.63183071										O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	7	7	1.60E+06
P0A8B5	YBAB_ECOLI	ybaB	Nucleoid-associated protein YbaB	1	1	663257	ECOLI		19.33920847										O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	6	6	2.25E+06
P0A8D3	YAII_ECOLI	yaiI	UPF0178 protein YaiI	1	1	17466	ECOLI		14.09226162										O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	4	4	1.68E+06
P0A8E1	YCFP_ECOLI	ycfP	UPF0227 protein YcfP	3	3	535071	ECOLI		19.02937081										O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	7	7	483103
P0A8E7	YAJQ_ECOLI	yajQ	UPF0234 protein YajQ	4	4	2.55E+06	ECOLI	537737	21.28132448	19.03654122	-2.24478326	0.210985644			0.210985644			-2.24478326	O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	10	10	858421
P0A8F0	UPP_ECOLI	upp	Uracil phosphoribosyltransferase	6	6	1.24E+06	ECOLI	244864	20.24603309	17.90162116	-2.344411927	0.196907241			0.196907241			-2.344411927	O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	3	3	34591.4
P0A8I5	TRMB_ECOLI	trmB	tRNA (guanine-N(7)-)-methyltransferase	1	1	81514.7	ECOLI		16.31477263										O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	5	5	49652.4
P0A8J4	YBED_ECOLI	ybeD	UPF0250 protein YbeD	1	1	5544.54	ECOLI		12.43685206										O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	4	4	79308
P0A8J8	RHLB_ECOLI	rhlB	ATP-dependent RNA helicase RhlB	3	3	136633	ECOLI		17.05994644										O15234	CASC3_HUMAN	CASC3	Protein CASC3	3	3	8776.88
P0A8L1	SYS_ECOLI	serS	Serine--tRNA ligase	9	9	3.47E+06	ECOLI		21.72706125										O15258	RER1_HUMAN	RER1	Protein RER1	2	2	259313
P0A8M0	SYN_ECOLI	asnS	Asparagine--tRNA ligase	11	11	1.29E+06	ECOLI	72784	20.29418994	16.15133372	-4.142856224	0.056607765			0.056607765			-4.142856224	O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	3	3	5.32E+06
