Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle81_20251031173233.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle81_20251101011756.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle81_20251101093153.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle81_20251031190108.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle81_20251031234918.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle81_20251101070439.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle51_20251031202946.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle51_20251101024632.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle51_20251101083316.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle51_20251031212821.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle51_20251101060602.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle51_20251101034509.raw
O60869		EDF1		1	1	5.55098e+06	6.20592e+06	7.21976e+06	1.02067e+07	1.1008e+07	1.24433e+07	1.13072e+07	1.28439e+07	1.15343e+07	1.92506e+07	2.10189e+07	1.87863e+07
O60888		CUTA		1	1	5.40664e+07	5.33834e+07	5.10354e+07	1.06173e+08	7.45641e+07	7.31691e+07	5.5375e+07	6.59228e+07	6.10201e+07	6.81328e+07	9.42771e+07	9.25859e+07
O74700		TIM9		2	2	2.92402e+07	3.2076e+07	2.83742e+07	1.15056e+07	1.0772e+07	1.04295e+07	2.14439e+07	2.08421e+07	2.17081e+07	1.2539e+07	1.20581e+07	1.1354e+07
O75083		WDR1		6	6	1.36418e+07	1.90115e+07	1.71493e+07	2.42255e+07	2.23917e+07	1.97309e+07	1.50592e+07	1.65005e+07	1.7547e+07	1.96642e+07	1.9499e+07	1.86148e+07
O75116		ROCK2		1	1	1.18392e+06				1.32793e+06		1.66337e+06	1.85424e+06	1.15449e+06	1.52321e+06	1.33444e+06	1.35394e+06
O75131		CPNE3		2	1	2.18072e+06	4.66305e+06	2.4512e+06	7.97008e+06	6.15873e+06	5.05815e+06	8.57298e+06	9.08382e+06	7.934e+06	9.72216e+06	1.49257e+07	9.0181e+06
O75150		RNF40		1	1	1.83538e+06	1.67787e+06	483175	1.07255e+06	1.29221e+06	1.13138e+06	2.03821e+06	2.44703e+06	1.52414e+06	1.45723e+06	2.48996e+06	1.90254e+06
O75208		COQ9		1	1	2.05109e+06	2.87502e+06	2.16396e+06	1.45739e+06	2.34117e+06	1.75929e+06	4.27267e+06	4.94046e+06	3.38901e+06	3.47939e+06	3.01847e+06	3.22092e+06
O75223		GGCT		1	1	9.62249e+06	1.10282e+07	9.02198e+06	9.04739e+06	1.01098e+07	9.72684e+06	9.97308e+06	1.18476e+07	8.34209e+06	9.19685e+06	9.43052e+06	8.29024e+06
O75251		NDUFS7		1	1	4.01219e+06	3.64182e+06	6.2793e+06	4.99735e+06	1.43251e+06	3.55491e+06	6.23756e+06	7.02567e+06	6.6989e+06	5.36502e+06	5.03332e+06	5.99983e+06
O75340		PDCD6		3	3	1.67075e+07	2.2921e+07	1.95693e+07	2.66256e+07	1.93583e+07	1.88904e+07	1.73537e+07	1.83791e+07	1.91007e+07	2.01925e+07	2.04777e+07	1.8537e+07
O75347		TBCA		2	2	4.92898e+07	4.36523e+07	4.82465e+07	3.01508e+07	3.97722e+07	3.70957e+07	4.47191e+07	4.62602e+07	3.913e+07	3.99213e+07	3.90156e+07	3.67852e+07
O75348		ATP6V1G1		1	1	7.39045e+06	7.96002e+06	6.68262e+06	5.27811e+06	5.7021e+06	5.03028e+06	1.0016e+07	7.29605e+06	7.56927e+06	6.28245e+06	6.82164e+06	6.83483e+06
O75352		MPDU1		1	1	7.08806e+06	7.07608e+06	5.74258e+06	9.7432e+06	9.45817e+06	1.36626e+07	7.08794e+06	8.06396e+06	8.2546e+06	1.45161e+07	1.0142e+07	1.22576e+07
O75367		MACROH2A1		6	6	5.84598e+07	5.52568e+07	6.05899e+07	6.32655e+07	5.08701e+07	5.33517e+07	4.74161e+07	4.16775e+07	4.36317e+07	4.78494e+07	4.65872e+07	4.33716e+07
O75368		SH3BGRL		1	1	2.42535e+06	2.90527e+06	1.89854e+06	3.04591e+06	2.67775e+06	1.60843e+06	2.57146e+06	2.92799e+06	2.25014e+06	2.62388e+06	3.02125e+06	2.88679e+06
O75369		FLNB		62	60	7.10301e+07	7.79647e+07	7.36105e+07	8.79023e+07	8.41618e+07	8.08861e+07	7.32355e+07	7.31631e+07	7.27894e+07	7.55676e+07	7.52614e+07	7.15693e+07
O75390		CS		3	3	4.51736e+07	3.7442e+07	4.49408e+07	6.52592e+07	6.55197e+07	5.33115e+07	4.33207e+07	4.30003e+07	4.47294e+07	4.9936e+07	5.02747e+07	5.25711e+07
O75396		SEC22B		2	2	1.21602e+08	1.43188e+08	1.38836e+08	1.39388e+08	1.34074e+08	1.75967e+08	1.18865e+08	1.22828e+08	1.196e+08	1.29925e+08	1.30655e+08	1.28757e+08
O75436		VPS26A		3	3	1.25206e+07	1.50588e+07	1.61362e+07	2.04651e+07	2.35991e+07	2.13463e+07	1.67203e+07	1.78054e+07	1.74477e+07	2.10348e+07	1.99633e+07	2.01901e+07
O75475		PSIP1		3	3	1.66934e+07	1.8137e+07	1.69013e+07	1.64625e+07	1.68572e+07	1.90051e+07	1.9821e+07	2.22745e+07	1.89182e+07	1.95385e+07	2.01516e+07	2.0046e+07
O75489		NDUFS3		4	4	1.68925e+07	1.86497e+07	1.53778e+07	2.02925e+07	2.34172e+07	2.06423e+07	2.05058e+07	2.42739e+07	2.24251e+07	2.34473e+07	2.71161e+07	2.24931e+07
O75521		ECI2		4	4	3.19968e+06	4.06973e+06	3.68026e+06	4.20679e+06	3.84391e+06	4.74139e+06	5.24014e+06	6.14749e+06	5.83215e+06	5.69326e+06	6.82928e+06	5.32729e+06
O75531		BANF1		2	2	1.63476e+08	1.03885e+08	1.56785e+08	2.1691e+08	2.37901e+08	1.65937e+08	1.59784e+08	1.48775e+08	1.64183e+08	1.60025e+08	1.62295e+08	1.55856e+08
O75533		SF3B1		5	5	7.02248e+06	6.98508e+06	7.10324e+06	6.14284e+06	5.63318e+06	6.67684e+06	8.2956e+06	9.02435e+06	8.89142e+06	7.14377e+06	7.35885e+06	6.93818e+06
O75534		CSDE1		2	2	3.55501e+06	5.80494e+06	4.25097e+06	4.95108e+06	4.31491e+06	3.62487e+06	4.49187e+06	4.37711e+06	5.37964e+06	5.15209e+06	5.30672e+06	4.70431e+06
O75607		NPM3		2	2	8.76265e+06	1.00063e+07	8.61111e+06	1.6856e+07	1.90248e+07	1.74919e+07	6.20257e+06	6.55982e+06	6.53249e+06	8.28133e+06	8.06232e+06	1.03889e+07
O75608		LYPLA1		3	3	1.47978e+07	1.47905e+07	1.30725e+07	1.31329e+07	1.42728e+07	1.48305e+07	1.36816e+07	1.84577e+07	1.78399e+07	1.39764e+07	1.33733e+07	1.33679e+07
O75643		SNRNP200		13	13	1.14861e+07	1.17847e+07	1.25214e+07	1.70872e+07	1.88989e+07	1.69633e+07	1.64191e+07	1.69409e+07	1.79686e+07	1.89434e+07	1.98463e+07	2.00743e+07
O75694		NUP155		6	6	5.88649e+06	6.32162e+06	5.26718e+06	5.85399e+06	6.36367e+06	6.09416e+06	7.06352e+06	7.53457e+06	7.2352e+06	7.21874e+06	6.99717e+06	7.20919e+06
O75695		RP2		1	1	7.38945e+06	4.14322e+06	2.84042e+06	6.72988e+06	6.41152e+06	6.14528e+06	6.71626e+06	7.40659e+06	8.29132e+06	1.04586e+07	1.01982e+07	8.36309e+06
O75821		EIF3G		4	4	2.5332e+07	2.672e+07	2.37613e+07	2.50132e+07	2.71908e+07	2.55915e+07	2.62065e+07	2.14253e+07	2.17161e+07	2.4907e+07	2.3879e+07	2.40081e+07
O75822		EIF3J		6	6	1.82323e+07	2.03688e+07	1.72815e+07	1.84291e+07	1.8218e+07	2.06299e+07	2.3076e+07	2.25818e+07	2.12795e+07	1.95683e+07	2.14599e+07	2.07342e+07
O75832		PSMD10		3	3	6.65299e+06	7.74567e+06	7.22449e+06	5.73283e+06	5.98253e+06	5.50778e+06	1.20824e+07	1.10509e+07	1.01988e+07	1.18879e+07	9.76193e+06	1.10637e+07
O75874		IDH1		6	6	1.56961e+07	2.21173e+07	1.89939e+07	1.76192e+07	1.82875e+07	1.92625e+07	2.75464e+07	2.78706e+07	2.31459e+07	2.59833e+07	2.38702e+07	2.31504e+07
O75915		ARL6IP5		2	2	751794	2.61208e+06	1.94693e+06	2.44604e+06	1.93853e+06	3.36842e+06	3.33066e+06	4.36149e+06	4.38421e+06	3.23343e+06	3.46279e+06	3.01012e+06
O75934		BCAS2		1	1	1.85009e+06	2.00145e+06	2.68964e+06	1.76866e+06	1.45859e+06	1.69442e+06	3.11294e+06	4.06518e+06	3.48869e+06	2.37544e+06	3.00272e+06	2.32149e+06
O75947		ATP5PD		2	2	9.75167e+06	1.39642e+07	7.14469e+06	8.53015e+06	7.93402e+06	9.37659e+06	1.84436e+07	2.0838e+07	2.01316e+07	2.12861e+07	2.30615e+07	2.52372e+07
O75955		FLOT1		4	4	6.58271e+06	8.02328e+06	6.53463e+06	6.35341e+06	6.39635e+06	5.92286e+06	7.14607e+06	7.53105e+06	6.14469e+06	6.49984e+06	6.53894e+06	6.05352e+06
O75964		ATP5MG		2	2	4.82275e+07	5.5859e+07	4.47115e+07	7.27869e+07	8.11438e+07	5.64057e+07	5.23897e+07	4.79052e+07	4.70908e+07	5.05809e+07	5.17169e+07	4.71242e+07
O76003		GLRX3		5	5	3.10779e+07	4.0604e+07	3.78374e+07	4.12791e+07	4.52032e+07	3.69481e+07	3.63548e+07	4.32049e+07	3.62882e+07	3.36171e+07	3.31745e+07	3.37397e+07
O76021		RSL1D1		4	4	2.62557e+07	2.94338e+07	2.63073e+07	3.95315e+07	3.98137e+07	3.24057e+07	2.0828e+07	2.28446e+07	2.52956e+07	2.69272e+07	2.91519e+07	2.69117e+07
O94826		TOMM70		1	1							723603	747934	759353	731983	524895	854034
O94905		ERLIN2		5	3	1.01323e+07	1.28838e+07	1.24082e+07	1.19451e+07	1.25358e+07	1.24015e+07	1.30066e+07	1.50723e+07	1.42003e+07	1.31583e+07	1.35412e+07	1.25729e+07
O94906		PRPF6		3	3	1.94289e+06	2.38347e+06	2.22842e+06	2.32478e+06	2.26851e+06	2.0342e+06	4.45115e+06	5.11916e+06	4.28256e+06	4.6336e+06	4.43771e+06	3.94036e+06
O94925		GLS		1	1	4.31659e+06	4.20135e+06	4.47003e+06	3.12139e+06	3.05428e+06	3.30626e+06	6.67556e+06	7.24202e+06	4.72653e+06	5.14609e+06	5.36862e+06	5.04581e+06
O94979		SEC31A		2	2	3.4741e+06	5.89538e+06	8.04784e+06	1.40392e+07	7.41907e+06	6.27817e+06	8.13536e+06	9.22627e+06	8.19829e+06	1.13359e+07	1.11623e+07	6.94158e+06
O95084		PRSS23		1	1	6.71663e+06	4.97816e+06	4.18725e+06	9.44272e+06	7.99608e+06	9.78742e+06	1.03703e+07	1.05878e+07	1.16135e+07	1.23757e+07	1.22894e+07	1.78481e+07
O95197		RTN3		1	1	2.42285e+07	2.66056e+07	2.40174e+07	2.00166e+07	2.02555e+07	2.04047e+07	2.78379e+07	3.24424e+07	2.13616e+07	2.28641e+07	2.18986e+07	1.9738e+07
O95232		LUC7L3		2	2	4.79849e+06	6.75985e+06	4.008e+06	8.96416e+06	9.97722e+06	8.4034e+06	7.26558e+06	7.37297e+06	7.07303e+06	8.82407e+06	8.52114e+06	9.60551e+06
O95292		VAPB		4	3	4.82594e+07	6.22826e+07	6.18502e+07	7.48949e+07	6.1317e+07	5.87466e+07	5.74528e+07	5.24777e+07	5.1537e+07	5.98092e+07	5.7971e+07	5.59083e+07
O95299		NDUFA10		2	2	1.36901e+06	1.35322e+06	1.65928e+06	1.98937e+06	1.99057e+06	2.00269e+06	3.13841e+06	3.39223e+06	2.581e+06	3.1483e+06	3.40936e+06	2.71626e+06
O95336		PGLS		5	5	2.55601e+07	2.77e+07	2.80648e+07	3.25223e+07	2.52031e+07	2.63622e+07	2.60678e+07	2.6025e+07	2.36707e+07	2.50943e+07	2.50314e+07	2.40983e+07
O95373		IPO7		10	10	1.59547e+07	1.39062e+07	1.67447e+07	2.17387e+07	2.04511e+07	1.97024e+07	1.98471e+07	2.10691e+07	2.02625e+07	2.30111e+07	2.43606e+07	2.48957e+07
O95376		ARIH2		1	1	72103.7	679977					1.8169e+06	1.69155e+06	1.24032e+06	1.51691e+06	1.50548e+06	1.16737e+06
O95394		PGM3		1	1	3.78321e+06	4.37434e+06	3.67764e+06	3.27457e+06	3.54531e+06	2.93752e+06	4.31107e+06	5.95124e+06	3.39703e+06	3.71287e+06	3.38733e+06	3.02928e+06
O95433		AHSA1		5	5	1.51298e+07	1.72505e+07	1.68572e+07	2.43059e+07	2.61134e+07	2.37219e+07	2.06949e+07	2.08487e+07	2.2785e+07	2.2614e+07	2.24732e+07	2.52211e+07
O95456		PSMG1		1	1	2.29852e+06	2.99545e+06	2.39536e+06	4.69695e+06	7.80776e+06	7.46322e+06	5.40522e+06	5.9769e+06	5.85789e+06	6.95093e+06	6.78262e+06	9.40624e+06
O95573		ACSL3		1	1	1.76327e+06	1.50952e+06	3.17783e+06	3.65103e+06	4.06269e+06	4.07105e+06	5.39165e+06	5.62592e+06	3.74381e+06	3.62106e+06	3.91157e+06	3.81721e+06
O95747		OXSR1		1	1	1.05457e+07	1.02675e+07	1.06441e+07	7.88141e+06	7.8077e+06	8.83343e+06	1.12128e+07	1.29815e+07	7.49172e+06	9.36438e+06	9.2291e+06	9.09174e+06
O95782		AP2A1		2	2	3.80088e+06	6.40195e+06	4.74977e+06	1.02135e+07	7.67538e+06	7.55672e+06	7.7e+06	8.62276e+06	9.16938e+06	1.07515e+07	9.3427e+06	1.32127e+07
O95816		BAG2		3	3	1.81791e+07	1.55922e+07	1.66636e+07	1.97581e+07	1.71832e+07	1.80744e+07	2.00366e+07	2.03637e+07	1.81889e+07	1.96475e+07	1.84568e+07	1.71193e+07
O95817		BAG3		1	1	3.27673e+06	4.31333e+06	3.68481e+06	3.1566e+06	2.57494e+06	2.96116e+06	3.89549e+06	4.24908e+06	3.02143e+06	3.11101e+06	2.89693e+06	2.69305e+06
O95831		AIFM1		4	4	1.90369e+07	2.20896e+07	2.01213e+07	2.08527e+07	2.10737e+07	2.007e+07	1.98374e+07	2.14889e+07	1.70114e+07	1.89649e+07	2.00239e+07	1.84717e+07
O95834		EML2		1	1	770903	2.00443e+06	1.67088e+06	3.24758e+06	4.46107e+06	3.17208e+06	3.66706e+06	4.65569e+06	3.17413e+06	3.94205e+06	4.44093e+06	3.49945e+06
O95881		TXNDC12		2	2	6.47743e+06	5.96077e+06	7.00539e+06	6.89867e+06	7.03069e+06	2.5198e+06	1.21418e+07	1.15685e+07	9.38212e+06	9.43123e+06	9.05474e+06	8.60647e+06
O96000		NDUFB10		2	2	1.04149e+07	1.55199e+07	1.37295e+07	1.62259e+07	1.65295e+07	1.06489e+07	1.92195e+07	1.88623e+07	1.6036e+07	1.6911e+07	1.64903e+07	1.61683e+07
O96008		TOMM40		3	3	2.62706e+06	3.81346e+06	6.38777e+06	3.92196e+06	3.18659e+06	4.99565e+06	1.06435e+07	8.40802e+06	1.22987e+07	9.70519e+06	1.08865e+07	1.11805e+07
O96019		ACTL6A		3	2	3.76879e+06	3.8028e+06	3.47048e+06	3.67913e+06	4.3994e+06	4.24993e+06	5.57973e+06	7.04385e+06	5.7784e+06	6.00056e+06	5.99655e+06	4.71612e+06
P00044		CYC1		1	1			1.03377e+06				2.42244e+06	2.92293e+06	2.09774e+06	775190		
P00127		QCR6		1	1	1.24741e+07	1.15198e+07	1.07809e+07	3.21652e+06	3.64487e+06	3.86297e+06	1.14277e+07	1.34553e+07	8.05732e+06	5.56362e+06	6.81619e+06	4.39236e+06
P00330		ADH1		16	10	4.99161e+09	5.61198e+09	5.5106e+09	3.26027e+09	3.18142e+09	2.96714e+09	5.95568e+09	5.3499e+09	5.26484e+09	3.02614e+09	2.93264e+09	2.79579e+09
P00338		LDHA		10	9	3.00849e+08	3.18293e+08	2.67366e+08	3.27157e+08	3.30498e+08	2.9364e+08	3.21691e+08	3.0912e+08	3.0218e+08	3.33532e+08	3.37508e+08	3.38463e+08
P00350		gnd		4	4	2.3691e+06	2.63726e+06	2.74729e+06	2.46906e+07	2.00278e+07	1.69294e+07	2.48223e+06	2.97451e+06	2.4116e+06	1.66108e+07	1.59452e+07	1.58269e+07
P00358		TDH2		2	2	1.51842e+08	1.97586e+08	1.74124e+08	1.70225e+08	1.66367e+08	1.8212e+08	1.42904e+08	1.59124e+08	1.53534e+08	1.01011e+08	1.0042e+08	1.31e+08
P00359		TDH3		14	5	5.43278e+09	6.07343e+09	5.53387e+09	3.98911e+09	3.66722e+09	3.74402e+09	5.70671e+09	6.3253e+09	5.94942e+09	3.38309e+09	3.44806e+09	3.52427e+09
P00360		TDH1		10	9	1.1549e+09	1.34378e+09	1.29498e+09	9.73859e+08	1.03204e+09	7.97177e+08	1.37048e+09	1.4274e+09	1.43188e+09	7.17955e+08	7.19955e+08	7.30279e+08
P00367		GLUD1		6	3	2.28945e+07	2.39278e+07	2.33582e+07	2.30254e+07	2.32244e+07	2.14932e+07	2.39002e+07	2.56e+07	1.95507e+07	2.08162e+07	2.07612e+07	1.95977e+07
P00387		CYB5R3		4	4	2.78151e+07	2.83854e+07	2.85487e+07	3.10048e+07	3.87867e+07	2.98905e+07	3.27458e+07	3.02336e+07	3.24994e+07	3.10026e+07	3.44506e+07	3.12446e+07
P00390		GSR		2	2	5.42942e+06	5.04629e+06	5.03641e+06	4.43075e+06	5.08634e+06	3.72277e+06	7.2245e+06	6.57873e+06	7.26875e+06	6.94415e+06	5.77771e+06	6.11814e+06
P00403		MT-CO2		2	2	4.29252e+07	4.78758e+07	4.33056e+07	8.08875e+07	8.02978e+07	5.55357e+07	5.08552e+07	5.0699e+07	5.20132e+07	5.12772e+07	5.26915e+07	4.83023e+07
P00431		CCP1		1	1	4.69426e+06	9.07024e+06	5.25816e+06	2.01069e+06	2.1318e+06		7.26215e+06	8.4801e+06	9.34125e+06	5.54037e+06	3.68821e+06	4.35886e+06
P00441		SOD1		2	2	1.00602e+08	1.16594e+08	9.7201e+07	1.71579e+08	2.00865e+08	1.6686e+08	1.13732e+08	1.21287e+08	1.21993e+08	1.4511e+08	1.46918e+08	1.41895e+08
P00445		SOD1		3	3	5.16097e+08	5.70099e+08	4.55469e+08	2.55758e+08	2.66495e+08	2.63008e+08	5.26696e+08	5.32625e+08	4.22015e+08	2.74934e+08	2.81533e+08	2.37573e+08
P00447		SOD2		5	5	3.61314e+08	2.73841e+08	3.01703e+08	1.26098e+08	1.49204e+08	1.16444e+08	3.63026e+08	3.74959e+08	3.63536e+08	1.47005e+08	1.42528e+08	1.41227e+08
P00448		sodA		2	2		3.87749e+06	2.45065e+06	1.47712e+07	1.45014e+07	1.51006e+07	4.28165e+06	3.73373e+06		1.69213e+07	1.74901e+07	2.07131e+07
P00491		PNP		6	6	1.55185e+07	1.81987e+07	1.81122e+07	1.77668e+07	2.11368e+07	2.1443e+07	2.53831e+07	2.14895e+07	2.19821e+07	2.4073e+07	2.2564e+07	2.35591e+07
P00492		HPRT1		5	5	2.09017e+07	2.05393e+07	2.48788e+07	2.59086e+07	2.55479e+07	2.21137e+07	2.45589e+07	2.58727e+07	2.86468e+07	2.42106e+07	2.57044e+07	2.60302e+07
P00498		HIS1		7	7	3.87278e+07	4.06412e+07	3.69555e+07	1.72643e+07	1.87854e+07	1.6998e+07	4.33935e+07	3.70129e+07	3.70822e+07	1.92198e+07	1.83983e+07	1.76858e+07
P00505		GOT2		7	7	5.20445e+07	5.76815e+07	5.82858e+07	8.25315e+07	7.10675e+07	6.87381e+07	5.7103e+07	5.63877e+07	5.83958e+07	6.28204e+07	5.9693e+07	5.7625e+07
P00509		aspC		1	1		1.38977e+06		5.07404e+06	4.59472e+06	6.93302e+06	1.91767e+06	851443	1.59752e+06	7.30056e+06	7.25112e+06	7.03379e+06
P00533		EGFR		3	3	3.22264e+06	4.26383e+06	4.7741e+06	4.82489e+06	4.71792e+06	3.94021e+06	7.28117e+06	6.8178e+06	5.02969e+06	4.9634e+06	5.24561e+06	4.95153e+06
P00546		CDC28		1	1	1.17647e+07	1.40096e+07	1.18957e+07	8.23307e+06	8.0393e+06	7.79868e+06						
P00549		CDC19		27	25	4.93467e+09	5.18417e+09	4.81169e+09	2.80992e+09	2.81924e+09	2.75222e+09	4.99886e+09	4.71206e+09	4.64668e+09	2.66732e+09	2.61221e+09	2.5078e+09
P00558		PGK1		17	14	4.08939e+08	4.42367e+08	3.94769e+08	5.48369e+08	4.70582e+08	4.61289e+08	4.50165e+08	4.43384e+08	4.2287e+08	4.62691e+08	4.45465e+08	4.32584e+08
P00560		PGK1		22	21	3.26413e+09	3.42639e+09	3.51422e+09	2.08812e+09	1.91721e+09	1.90097e+09	3.44911e+09	3.37099e+09	3.36132e+09	1.81861e+09	1.76532e+09	1.69697e+09
P00568		AK1		3	3	1.40253e+07	1.58647e+07	1.30509e+07	1.54058e+07	1.87762e+07	1.94044e+07	1.66342e+07	1.68883e+07	1.56909e+07	1.67261e+07	2.03521e+07	1.78532e+07
P00729		PRC1		6	6	4.90518e+07	4.98135e+07	4.28382e+07	2.14958e+07	1.85087e+07	1.91111e+07	5.85884e+07	5.83388e+07	5.801e+07	2.29549e+07	2.29461e+07	2.34636e+07
P00734		F2		1	1	4.0501e+07	3.70028e+07	5.21085e+07	6.86255e+07	7.67902e+07	5.3656e+07	4.81471e+07	4.53584e+07	4.46293e+07	5.06642e+07	5.01987e+07	4.88731e+07
P00761				4	4	3.45562e+08	3.56053e+08	3.14629e+08	3.12487e+08	3.03276e+08	2.61259e+08	3.40805e+08	3.71337e+08	3.7246e+08	2.53729e+08	2.67488e+08	2.29674e+08
P00812		CAR1		1	1	2.84255e+06	4.83972e+06	6.16716e+06			877013	7.83534e+06	5.9692e+06	9.19612e+06	2.35301e+06	2.11504e+06	3.41117e+06
P00815		HIS4		18	18	7.99339e+07	9.08236e+07	8.22049e+07	4.05241e+07	3.93335e+07	3.67384e+07	8.04447e+07	8.37107e+07	8.02293e+07	4.15459e+07	4.31945e+07	3.99148e+07
P00817		IPP1		13	12	3.8934e+08	3.82504e+08	3.89954e+08	2.08738e+08	1.78403e+08	1.78245e+08	3.35216e+08	3.40728e+08	3.47639e+08	1.80762e+08	1.79067e+08	1.75346e+08
P00830		ATP2		13	13	1.25424e+08	1.45596e+08	1.28165e+08	9.31656e+07	8.62116e+07	8.5311e+07	1.30771e+08	1.38781e+08	1.38989e+08	7.63015e+07	7.53728e+07	8.07538e+07
P00890		CIT1		8	7	4.31022e+07	4.4621e+07	4.43605e+07	2.52744e+07	2.67747e+07	2.45354e+07	4.60846e+07	4.83746e+07	4.83433e+07	2.21298e+07	2.25264e+07	2.4459e+07
P00899		TRP2		2	2	1.52058e+07	1.79013e+07	1.7528e+07	8.10194e+06	8.17181e+06	7.46959e+06	1.97622e+07	1.7921e+07	1.96539e+07	6.6676e+06	8.27523e+06	8.24184e+06
P00924		ENO1		8	8	1.55141e+09	1.84452e+09	1.8838e+09	1.1825e+09	1.15847e+09	1.00773e+09	1.70398e+09	1.64184e+09	1.69693e+09	9.16019e+08	8.95231e+08	9.04686e+08
P00925		ENO2		20	12	6.68969e+09	7.32569e+09	6.6894e+09	4.0116e+09	4.11928e+09	3.85924e+09	7.22904e+09	6.73293e+09	6.64265e+09	3.75912e+09	3.69158e+09	3.52101e+09
P00931		TRP5		18	18	7.4308e+07	7.93993e+07	7.91053e+07	4.09046e+07	3.99183e+07	3.8177e+07	7.44426e+07	7.80118e+07	7.34312e+07	3.82232e+07	3.77112e+07	3.77383e+07
P00937		TRP3		2	2	6.42866e+06	6.92851e+06	5.54985e+06				9.03128e+06	1.00805e+07	1.00881e+07	2.87659e+06	3.94426e+06	3.19707e+06
P00942		TPI1		9	9	1.26255e+09	1.3764e+09	1.17687e+09	6.90597e+08	6.76257e+08	7.13856e+08	1.21234e+09	1.23314e+09	1.14275e+09	5.85308e+08	5.79928e+08	5.67507e+08
P00950		GPM1		13	13	1.94948e+09	1.9693e+09	1.75418e+09	1.13083e+09	1.08591e+09	1.13077e+09	1.98419e+09	2.07557e+09	1.92867e+09	9.74809e+08	9.65347e+08	9.7195e+08
P00958		MES1		13	13	4.86306e+07	5.96826e+07	5.38892e+07	2.98755e+07	2.55833e+07	2.6447e+07	5.77982e+07	6.29961e+07	6.06943e+07	3.08398e+07	3.00335e+07	3.04151e+07
P00966		ASS1		10	10	1.22757e+08	1.32164e+08	1.18761e+08	1.37313e+08	1.32698e+08	1.31548e+08	1.09749e+08	1.21638e+08	1.31721e+08	1.29052e+08	1.236e+08	1.25897e+08
P01023		A2M		4	2	7.53094e+07	1.09001e+08	1.07222e+08	1.28895e+08	8.48987e+07	1.0762e+08	9.20468e+07	9.93489e+07	9.65714e+07	9.5659e+07	9.35265e+07	8.98553e+07
P01024		C3		4	4	7.04707e+07	8.16618e+07	7.3418e+07	7.77817e+07	8.88259e+07	9.49318e+07	6.55081e+07	7.25339e+07	7.33661e+07	8.58689e+07	8.99408e+07	8.33361e+07
P01120		RAS2		4	4	2.24585e+07	2.59866e+07	2.22717e+07	8.2812e+06	8.82392e+06	8.96536e+06	2.44064e+07	2.47283e+07	2.01477e+07	9.55302e+06	1.01753e+07	9.82647e+06
P01123		YPT1		3	3	1.25755e+07	1.73634e+07	1.62746e+07	1.0042e+07	1.14532e+07	9.22155e+06	2.89594e+07	3.28916e+07	3.19266e+07	1.53139e+07	1.65239e+07	1.90975e+07
P01889		HLA-B		2	2	1.59548e+07	1.33465e+07	1.41148e+07	1.59116e+07	1.52448e+07	1.08241e+07	1.50336e+07	1.47979e+07	1.29073e+07	1.24181e+07	1.21669e+07	1.13551e+07
P02042		HBD		2	0	1.97075e+08	1.56781e+08	1.63079e+08	1.70738e+08	1.35549e+08	1.20233e+08	1.7181e+08	1.66285e+08	1.5197e+08	1.3521e+08	1.28277e+08	1.21346e+08
P02293		HTB1		2	0	2.24071e+08	2.32039e+08	2.03016e+08	9.91425e+07	1.03059e+08	1.08463e+08	1.92101e+08	1.87838e+08	2.34209e+08	9.48066e+07	9.71493e+07	9.04661e+07
P02309		HHF1		3	3	2.62579e+08	2.96031e+08	3.44878e+08	2.06123e+08	1.87485e+08	1.65297e+08	2.77772e+08	2.86849e+08	2.85522e+08	1.65058e+08	1.58618e+08	1.51014e+08
P02359		rpsG		4	4	5.03119e+06	5.92839e+06	4.56644e+06	2.62793e+07	3.00095e+07	3.05165e+07	7.12695e+06	8.29244e+06	6.32894e+06	2.8195e+07	2.80459e+07	2.6795e+07
P02400		RPP2B		6	6	5.75976e+08	6.03957e+08	5.61332e+08	3.12388e+08	2.9402e+08	2.84899e+08	5.10397e+08	4.96893e+08	5.02146e+08	2.74159e+08	2.62495e+08	2.54522e+08
P02406		RPL28		4	4	4.73096e+08	5.47728e+08	4.80219e+08	3.39591e+08	3.37678e+08	2.89646e+08	4.65587e+08	4.88987e+08	4.82722e+08	2.46489e+08	2.5184e+08	2.47275e+08
