Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115025008.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115033552.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115204614.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115221736.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115213154.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115230314.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115174338.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115191457.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115182919.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115200036.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115042134.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115045713.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115002713.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115013840.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115010255.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115021423.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115144058.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115161218.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115152638.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115113819.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115165758.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115130939.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115122357.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115135518.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114220425.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114231551.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114205301.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114235131.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114224008.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114212844.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115100659.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115083541.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114160714.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114171857.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115105239.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115092119.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115053257.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115070419.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114183015.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115075001.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115061839.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114175434.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114164316.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114190554.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114194135.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114201718.raw
O00231		PSMD11		18	17	4.10185e+06	4.63146e+06	4.30875e+06	4.07551e+06	4.37212e+06	4.02622e+06	4.58894e+06	4.40324e+06	4.25928e+06	4.56231e+06	3.90684e+06	4.26494e+06	4.28773e+06	4.23573e+06	4.51272e+06	4.65509e+06	4.58881e+06	4.49919e+06	4.62553e+06	4.26077e+06	4.30545e+06	4.91906e+06	4.36592e+06	4.73205e+06	4.23771e+06	4.40833e+06	4.24485e+06	4.49422e+06	4.55151e+06	4.57713e+06	4.12339e+06	3.75377e+06	3.9648e+06	3.88606e+06	3.99673e+06	4.17972e+06	4.17942e+06	3.85574e+06	3.92771e+06	3.98713e+06	3.71941e+06	4.18034e+06	4.27832e+06	3.96447e+06	3.99043e+06	3.87766e+06	3.93169e+06	4.01009e+06
O00232		PSMD12		11	11	2.70409e+06	3.00237e+06	2.85649e+06	2.86263e+06	2.80762e+06	2.73666e+06	3.0367e+06	2.76882e+06	2.87358e+06	2.93256e+06	3.21766e+06	2.87972e+06	3.23981e+06	3.14147e+06	2.96285e+06	3.02885e+06	2.74782e+06	2.59356e+06	2.47545e+06	2.5051e+06	2.43195e+06	2.70227e+06	2.49795e+06	2.5992e+06	2.63068e+06	2.92051e+06	2.76186e+06	2.84477e+06	2.77374e+06	2.73216e+06	3.23311e+06	2.76077e+06	2.52314e+06	3.0083e+06	2.97987e+06	2.80556e+06	2.61147e+06	2.69095e+06	2.73203e+06	2.87976e+06	3.005e+06	2.59704e+06	2.61378e+06	2.74497e+06	2.85714e+06	2.85873e+06	3.02158e+06	2.76241e+06
O00233		PSMD9		6	6	922319	805835	886272	774221	919146	878916	1.07503e+06	1.1785e+06	1.10532e+06	1.05058e+06	1.01535e+06	911832	1.17394e+06	1.1419e+06	1.24982e+06	1.12654e+06	1.00735e+06	1.04042e+06	1.06435e+06	1.01754e+06	928894	942895	967844	963299	1.1221e+06	1.10802e+06	1.08993e+06	1.03269e+06	1.02502e+06	1.05292e+06	1.13389e+06	1.09393e+06	1.11135e+06	961096	955542	1.03364e+06	883768	1.11653e+06	1.10659e+06	1.04513e+06	930869	960796	998615	987716	953710	951507	1.05119e+06	1.07202e+06
O00244		ATOX1		3	3	2.0642e+06	2.31338e+06	2.50786e+06	2.40307e+06	2.44662e+06	2.31961e+06	2.01297e+06	2.36764e+06	1.82742e+06	1.99498e+06	2.17793e+06	2.04434e+06	1.83994e+06	2.2682e+06	2.03961e+06	2.06666e+06	2.16406e+06	2.35535e+06	2.16009e+06	2.34662e+06	1.89612e+06	2.48629e+06	2.09588e+06	2.08918e+06	1.87662e+06	2.25668e+06	2.06014e+06	1.94724e+06	2.11136e+06	1.89853e+06	2.05298e+06	2.35931e+06	2.28645e+06	2.4463e+06	2.22488e+06	2.30447e+06	2.15468e+06	2.01328e+06	2.30285e+06	1.9969e+06	2.22767e+06	2.02227e+06	2.05786e+06	2.28882e+06	2.19308e+06	2.14565e+06	2.63474e+06	2.18174e+06
O00264		PGRMC1		4	4	6.10347e+06	6.54197e+06	6.40472e+06	6.04596e+06	5.75205e+06	6.17852e+06	5.3129e+06	5.31584e+06	4.65446e+06	5.91602e+06	5.78805e+06	6.80312e+06	5.36898e+06	5.49308e+06	5.41612e+06	5.45873e+06	6.83594e+06	6.34554e+06	6.01093e+06	6.14118e+06	5.88499e+06	6.7559e+06	6.1278e+06	6.12048e+06	5.24732e+06	5.78359e+06	5.494e+06	6.1749e+06	5.93912e+06	6.02685e+06	6.91596e+06	6.79418e+06	7.33929e+06	6.92633e+06	6.888e+06	7.11699e+06	6.72981e+06	6.83084e+06	6.47872e+06	6.35434e+06	6.0837e+06	6.58216e+06	7.03402e+06	6.28778e+06	6.64233e+06	6.56678e+06	6.8655e+06	6.57799e+06
O00267		SUPT5H		16	16	853052	872420	762247	761483	890512	828990	896764	785509	897895	854795	988531	945936	812531	896147	1.02187e+06	953907	772452	845113	883291	713351	814892	831011	854124	887686	917254	879317	866271	920904	912809	944352	857906	943132	866904	898210	876860	888028	917845	790964	942836	972157	986365	852615	955078	989080	928249	962584	847297	994918
O00273		DFFA		5	5	477340	562099	571289	501916	490547	485976	327716	424420	449138	445760	509132	541641	496753	416823	463352	563520	519056	481138	409095	459897	469155	470134	578553	497312	550728	615559	535924	578848	513364	521224	521007	520135	542165	644273	601361	552856	572261	566836	558947	560748	643056	588214	539592	584654	546800	501466	539967	557950
O00299		CLIC1		12	12	1.28779e+07	1.45851e+07	1.35029e+07	1.34947e+07	1.45775e+07	1.41221e+07	1.32198e+07	1.18555e+07	1.43853e+07	1.56919e+07	1.21406e+07	1.27397e+07	1.14446e+07	1.06182e+07	1.21973e+07	1.24107e+07	1.30049e+07	1.1621e+07	1.47481e+07	1.07731e+07	1.33061e+07	1.18789e+07	1.44955e+07	1.44022e+07	1.09172e+07	1.05205e+07	1.0806e+07	1.21097e+07	1.18706e+07	1.16696e+07	1.23887e+07	1.12352e+07	1.24401e+07	1.12785e+07	1.16253e+07	1.44855e+07	1.55566e+07	1.11656e+07	1.24631e+07	1.26625e+07	1.14459e+07	1.51018e+07	1.52354e+07	1.26866e+07	1.29572e+07	1.28156e+07	1.0977e+07	1.27789e+07
O00303		EIF3F		11	11	6.3941e+06	6.19498e+06	6.07175e+06	6.59892e+06	6.15121e+06	6.38805e+06	5.51197e+06	5.73893e+06	5.89864e+06	6.08923e+06	6.53949e+06	5.82127e+06	5.52739e+06	5.83695e+06	5.81716e+06	5.50252e+06	6.38615e+06	6.26752e+06	5.97911e+06	5.97544e+06	6.88511e+06	6.08275e+06	5.78259e+06	5.92156e+06	5.94177e+06	5.90711e+06	5.98335e+06	6.02956e+06	6.12138e+06	5.98348e+06	5.84811e+06	6.12839e+06	6.22016e+06	5.87126e+06	5.80773e+06	6.0534e+06	5.74598e+06	6.12722e+06	5.93175e+06	5.78956e+06	5.72484e+06	5.73785e+06	5.8108e+06	5.92026e+06	5.4044e+06	5.49737e+06	6.06233e+06	5.79301e+06
O00330		PDHX		2	2	371106	369085	462031	386141	440585	391735	297774	394586	389173	430309	521797	406763	398111	359443	393730	395834	317215	347981	458117	370318	385753	318939	425248	437884	378396	426916	416286	477374	450890	488515	401745	356841	388405	440836	418874	514888	452178	352856	407252	467823	450645	380117	395330	468524	376701	474796	324230	443479
O00400		SLC33A1		2	2	164547	130895	196837	150024	156681	175428	122882	102697	142758	95451.8	188363	190168	106836	178722	145966	153520	159121	160213	147269	159219	147401	208249	178574	148453	152864	154710	153516	171721	185401	136540	122035	151937	161367	121642	181229	193763	155137	147435	133166	127038	184591	156360	125044	153462	149078	133076	201875	181844
O00401		WASL		1	1	291842			251572		504250					352158	292206	439057		422627	271556	387355	443832		293260		496301	283380	523569	445339	477289			399520	237669	591578			396362			331630	445587		363926	715761	456612	500133		766415			483031
O00410		IPO5		30	27	3.25116e+06	3.44519e+06	3.03895e+06	3.06719e+06	3.04271e+06	3.12339e+06	3.15163e+06	3.27046e+06	3.24154e+06	3.45857e+06	3.52319e+06	3.27117e+06	3.37966e+06	3.28529e+06	3.25999e+06	3.50308e+06	3.04679e+06	3.05595e+06	3.00777e+06	3.00963e+06	3.10236e+06	3.12467e+06	3.08718e+06	3.15677e+06	3.19583e+06	3.10179e+06	3.17001e+06	3.27467e+06	3.22681e+06	3.21337e+06	3.08251e+06	3.13863e+06	3.09853e+06	3.22453e+06	3.32646e+06	3.29066e+06	3.03555e+06	3.2074e+06	3.10549e+06	3.20204e+06	3.23049e+06	3.23545e+06	3.35537e+06	3.18939e+06	3.22442e+06	3.24743e+06	3.29836e+06	3.25226e+06
O00422		SAP18		4	4	1.4886e+06	1.4173e+06	1.39744e+06	1.1999e+06	1.2995e+06	1.38564e+06	1.45781e+06	1.79634e+06	1.46422e+06	1.41524e+06	1.75703e+06	1.44163e+06	1.79354e+06	1.69798e+06	1.55572e+06	1.63141e+06	1.5217e+06	1.44576e+06	1.28277e+06	1.57505e+06	1.22416e+06	1.50608e+06	1.5779e+06	1.54644e+06	1.7204e+06	1.69628e+06	1.73929e+06	1.45113e+06	1.40595e+06	1.64635e+06	1.89289e+06	1.62653e+06	1.70901e+06	1.91674e+06	2.02325e+06	1.46394e+06	1.66973e+06	1.57945e+06	1.60458e+06	1.6455e+06	1.9447e+06	1.50255e+06	1.60844e+06	1.82394e+06	1.77823e+06	1.61596e+06	1.86943e+06	1.75077e+06
O00425		IGF2BP3		16	13	1.51339e+06	1.59004e+06	1.58797e+06	1.51407e+06	1.49505e+06	1.52935e+06	1.61676e+06	1.64053e+06	1.65295e+06	1.7175e+06	1.58317e+06	1.56055e+06	1.73349e+06	1.65676e+06	1.72385e+06	1.7317e+06	1.48338e+06	1.58818e+06	1.57218e+06	1.46992e+06	1.55511e+06	1.62344e+06	1.70556e+06	1.58672e+06	1.55175e+06	1.48146e+06	1.58737e+06	1.53019e+06	1.55978e+06	1.48889e+06	1.53107e+06	1.5809e+06	1.52519e+06	1.6688e+06	1.6893e+06	1.635e+06	1.61333e+06	1.4904e+06	1.56523e+06	1.65634e+06	1.53098e+06	1.56988e+06	1.59938e+06	1.66405e+06	1.65189e+06	1.56636e+06	1.49593e+06	1.61891e+06
O00429		DNM1L		12	11	1.02882e+06	1.23093e+06	1.02937e+06	1.09543e+06	1.14917e+06	1.12289e+06	999815	1.15378e+06	1.18807e+06	1.19587e+06	1.13838e+06	1.12034e+06	1.08016e+06	1.0213e+06	1.05269e+06	1.09978e+06	1.13644e+06	1.11601e+06	1.19164e+06	1.08774e+06	1.20274e+06	1.19163e+06	1.19128e+06	1.2366e+06	1.1351e+06	1.13883e+06	1.09783e+06	1.16279e+06	1.14546e+06	1.18267e+06	992015	963689	962405	992029	963108	1.20256e+06	1.08468e+06	938274	1.06069e+06	1.0482e+06	911737	1.04418e+06	1.16892e+06	1.06738e+06	1.08327e+06	1.08876e+06	1.04001e+06	1.05781e+06
O00442		RTCA		2	2	225504	311926	232317	279605	288835	373252	283214	343208	339058	411341	168194	302893	237856	217009	344765	322810	214830	277940	342319	199139	306832	237108	315630	391395	223771	214921	226469	340372	318664	271614	260495	246934	272722	224451	248217	358837	342951	307313	224110	287164	209739	301669	312455	358527	301824	305006	237184	289386
O00483		NDUFA4		3	3	4.24942e+06	4.16027e+06	4.69733e+06	4.5846e+06	4.25903e+06	4.52919e+06	4.6215e+06	4.61097e+06	4.44392e+06	5.07464e+06	4.39103e+06	4.04529e+06	3.72976e+06	3.72753e+06	4.25256e+06	4.34296e+06	3.98614e+06	4.6822e+06	4.28863e+06	3.53243e+06	4.39948e+06	3.66148e+06	4.32177e+06	4.45067e+06	3.75335e+06	3.28399e+06	3.73772e+06	4.07538e+06	3.81481e+06	4.09379e+06	4.48151e+06	4.36048e+06	5.41327e+06	5.00155e+06	4.20804e+06	4.54854e+06	5.02732e+06	4.01104e+06	4.53722e+06	4.5775e+06	4.37705e+06	4.78305e+06	5.24771e+06	4.23338e+06	4.4995e+06	4.16234e+06	4.08663e+06	4.45227e+06
O00487		PSMD14		3	3	264792	294932	276016	297537	328114	279933	321253	380904	284816	292001	409511	391341	396236	471391	367454	390115	390213	224427	312351	355507	316609	394480	398621	309391	429506	434470	413371	345612	338972	385977	325560	330579	397776	443090	318992	314813	219595	304572	341012	339850	260127	327177	322922	413466	346011	235909	443833	341650
O00505		KPNA3		3	3	347761	455994	328891	375365	410637	402801	216439	236108	304887	335545	402569	402608	369095	355731	425956	387601	348954	306596	312944	282518	412652	327549	365084	338629	390953	384168	372631	463287	384633	466988	274114	315268	274524	308590	360617	317777	299553	305530	276254	311501	357083	282022	272543	350181	395493	347713	289996	325662
O00534		VWA5A		10	10	797832	1.00174e+06	774296	644364	950775	987843	674870	814054	896287	906237	827544	926154	982170	896210	1.03009e+06	1.00086e+06	895909	884672	939815	1.00591e+06	976396	930985	901535	975820	1.04328e+06	1.07327e+06	1.02545e+06	1.03861e+06	1.03184e+06	1.06723e+06	852847	750982	773950	991405	1.07914e+06	987158	935229	962058	910737	1.01515e+06	916157	820974	1.00187e+06	976157	1.00776e+06	1.03664e+06	1.00876e+06	1.03588e+06
O00541		PES1		13	13	1.81566e+06	1.83908e+06	1.82266e+06	1.7893e+06	1.82411e+06	1.82497e+06	1.75293e+06	1.75146e+06	1.66907e+06	1.77317e+06	1.999e+06	1.75427e+06	1.90342e+06	1.85345e+06	1.74383e+06	1.77172e+06	1.78986e+06	1.77914e+06	1.83137e+06	1.81335e+06	1.71532e+06	1.72368e+06	1.91647e+06	1.82964e+06	1.89288e+06	1.86531e+06	1.8871e+06	1.8211e+06	1.69565e+06	1.76854e+06	1.88089e+06	1.70159e+06	1.87821e+06	1.92881e+06	1.84871e+06	1.85975e+06	1.70891e+06	1.83812e+06	1.85908e+06	1.81096e+06	1.86588e+06	1.69389e+06	1.75613e+06	1.90813e+06	1.91674e+06	1.85915e+06	1.94833e+06	1.80094e+06
O00560		SDCBP		2	2	173849	239656	230814	201780	228730	204812	267608	192713	203357	221421	281268	275491	321332	308001	331744	372726	193907	249092	230521		242749	168735	224783	199438	325279	280047	273386	341913	354337	380799	385126	206226	339481	319077	334417	308694	210104	267081	314947	387508	341024	215207	255389	355911	393704	393078	288260	349059
O00566		MPHOSPH10		1	1	117474	188415	131988	140152	122059	249995	266593	140679	149226	186428		153929	172495	180586	224463	209001	177428	138140	110407	133904	161312	115982	125892	102800		181927	171094	165854	134671	104440		181249	225306	313275	330334	290758	276197	316099	288145	333539	193557	249643	226767	203889	206997	283458	291873	329880
O00567		NOP56		18	18	4.04939e+06	4.33372e+06	4.3534e+06	4.22052e+06	4.17718e+06	4.3171e+06	4.74153e+06	4.98227e+06	5.04429e+06	5.01331e+06	4.51454e+06	4.3104e+06	4.98282e+06	4.61653e+06	4.86039e+06	4.92322e+06	4.14423e+06	4.04449e+06	4.22256e+06	4.10015e+06	4.29941e+06	4.35868e+06	4.52692e+06	4.32914e+06	4.25445e+06	4.28697e+06	4.64348e+06	4.47472e+06	4.27294e+06	4.43157e+06	4.59001e+06	4.37636e+06	4.49132e+06	4.71827e+06	4.40587e+06	4.84888e+06	4.70059e+06	4.51663e+06	4.5082e+06	4.56206e+06	4.36749e+06	4.64022e+06	4.75229e+06	4.68096e+06	4.57977e+06	4.45222e+06	4.43327e+06	4.63891e+06
O00571		DDX3X		29	9	1.36552e+07	1.25807e+07	1.35384e+07	1.38854e+07	1.14023e+07	1.23493e+07	1.34832e+07	1.39231e+07	1.16536e+07	1.18433e+07	1.37324e+07	1.14008e+07	1.31089e+07	1.27703e+07	1.13501e+07	1.14556e+07	1.37815e+07	1.33772e+07	1.16763e+07	1.32949e+07	1.15426e+07	1.41371e+07	1.2019e+07	1.1932e+07	1.25974e+07	1.26271e+07	1.30305e+07	1.14216e+07	1.12921e+07	1.13489e+07	1.30681e+07	1.32106e+07	1.38967e+07	1.37418e+07	1.3448e+07	1.21399e+07	1.23005e+07	1.38752e+07	1.31502e+07	1.15022e+07	1.32985e+07	1.16504e+07	1.23451e+07	1.17261e+07	1.13225e+07	1.16034e+07	1.30082e+07	1.19997e+07
O00584		RNASET2		1	1	111227	62146.9	49537.9	128643	116815	132886	374370	98498.6	255628	317827	70992.5	99988.5	171786	103563	191338	148449	58958.6	128552	138759	84980.4	209865	181022	145833	124532	108247	75754.9	108426	179677	139749	150005	117444	55138.4	133111		83040.8	146113	196320	119307	153542	92616.8	132999	56691.3	48501.4	110024	128506	111180	52796.2	72269
O00592		PODXL		7	7	5.09528e+06	5.37398e+06	5.57172e+06	4.91667e+06	5.18309e+06	5.14293e+06	4.7229e+06	4.66933e+06	4.29264e+06	4.76798e+06	5.32718e+06	5.4251e+06	4.85443e+06	4.4191e+06	4.4928e+06	4.56772e+06	4.90105e+06	4.88292e+06	5.17809e+06	4.8e+06	5.11136e+06	4.81592e+06	4.79041e+06	4.89872e+06	4.99454e+06	5.12577e+06	4.90584e+06	5.052e+06	4.9769e+06	4.93292e+06	4.26404e+06	4.71793e+06	4.94401e+06	5.29064e+06	5.31352e+06	5.10674e+06	4.93476e+06	4.57915e+06	4.57153e+06	4.77309e+06	5.09034e+06	4.77171e+06	5.10065e+06	5.05894e+06	4.92362e+06	4.86754e+06	5.09302e+06	5.24242e+06
O00625		PIR		6	6	1.2657e+06	1.25588e+06	1.3582e+06	1.06766e+06	1.21232e+06	1.00138e+06	1.29546e+06	1.29745e+06	1.2449e+06	1.29171e+06	1.58638e+06	1.24005e+06	1.57781e+06	1.31371e+06	1.46968e+06	1.48825e+06	1.26576e+06	1.22039e+06	1.17563e+06	1.33335e+06	1.13893e+06	1.50874e+06	1.4378e+06	1.36153e+06	1.6642e+06	1.46003e+06	1.41691e+06	1.3729e+06	1.47457e+06	1.39937e+06	1.436e+06	1.33224e+06	1.47409e+06	1.47608e+06	1.47638e+06	1.25629e+06	1.35463e+06	1.30465e+06	1.25156e+06	1.3102e+06	1.47803e+06	1.07736e+06	1.42581e+06	1.41267e+06	1.48057e+06	1.34425e+06	1.49155e+06	1.35087e+06
O00629		KPNA4		7	4	1.94408e+06	2.45672e+06	2.27743e+06	2.02822e+06	2.07058e+06	2.10874e+06	2.07374e+06	2.44828e+06	2.13342e+06	2.0198e+06	2.3688e+06	2.1758e+06	2.1309e+06	2.15793e+06	2.22721e+06	2.10508e+06	2.32305e+06	2.3884e+06	2.14369e+06	2.16208e+06	2.27339e+06	1.91567e+06	2.27155e+06	2.15989e+06	2.25234e+06	2.32043e+06	2.37567e+06	2.29824e+06	2.45298e+06	2.29785e+06	2.48397e+06	2.29606e+06	2.3611e+06	2.49603e+06	2.64703e+06	2.51582e+06	2.43398e+06	2.53604e+06	2.42113e+06	2.56867e+06	2.66429e+06	2.61738e+06	2.35743e+06	2.46866e+06	2.49031e+06	2.44826e+06	2.5906e+06	2.49293e+06
O00743		PPP6C		2	2	1.42671e+06	1.2789e+06	1.45695e+06	1.31672e+06	1.31828e+06	1.30279e+06	1.62041e+06	1.46129e+06	1.56714e+06	1.54754e+06	1.33236e+06	1.35808e+06	1.57247e+06	1.2357e+06	1.41831e+06	1.26851e+06	1.38927e+06	1.54041e+06	1.23185e+06	1.30823e+06	1.15706e+06	1.25692e+06	1.35658e+06	1.30567e+06	1.41392e+06	1.4825e+06	1.5948e+06	1.42579e+06	1.3363e+06	1.36186e+06	1.26392e+06	1.3267e+06	1.43723e+06	1.71491e+06	1.54603e+06	1.35543e+06	1.2454e+06	1.56028e+06	1.48416e+06	1.2139e+06	1.56077e+06	1.43329e+06	1.55085e+06	1.21122e+06	1.54593e+06	1.57384e+06	1.51822e+06	1.67362e+06
O00762		UBE2C		3	3	227534	279758	187862	243613	242663	227763	191547	307504	279204	269238	207362	249031	199898	312431	289564	281437	228699	172946	201494	177983	303516	187171	250769	318333	241302	190029	221829	259783	227965	331646	231759	331053	233720	230028	293477	372853	304782	188795	268723	360876	241208	316905	279204	335837	301277	319491	269075	311587
O00764		PDXK		7	7	1.58464e+06	1.68616e+06	1.76679e+06	1.63658e+06	2.02247e+06	1.70598e+06	1.65889e+06	1.59014e+06	1.66152e+06	1.75838e+06	1.52211e+06	1.72442e+06	1.67127e+06	1.65179e+06	1.68875e+06	1.75378e+06	1.58077e+06	1.53898e+06	1.46079e+06	1.5808e+06	1.42386e+06	1.57618e+06	1.60976e+06	1.47358e+06	1.35438e+06	1.5409e+06	1.42398e+06	1.48901e+06	1.47359e+06	1.48543e+06	1.70485e+06	1.68238e+06	1.73031e+06	1.66305e+06	1.55951e+06	1.78702e+06	1.69058e+06	1.60898e+06	1.62032e+06	1.67707e+06	1.66725e+06	1.67632e+06	1.80065e+06	1.72393e+06	1.62366e+06	1.63875e+06	1.54716e+06	1.73259e+06
O00767		SCD		6	6	3.4556e+06	3.07359e+06	3.16452e+06	3.2473e+06	3.00751e+06	3.09556e+06	3.1259e+06	3.13709e+06	3.0637e+06	3.13674e+06	3.33479e+06	2.81572e+06	3.04042e+06	2.88928e+06	3.03546e+06	3.06071e+06	2.79931e+06	2.62338e+06	2.54995e+06	2.62696e+06	2.44494e+06	2.97281e+06	2.63089e+06	2.6864e+06	2.93985e+06	2.75169e+06	2.89098e+06	2.75092e+06	2.69536e+06	2.82679e+06	2.81371e+06	3.21687e+06	3.03491e+06	3.33664e+06	3.05527e+06	3.23465e+06	3.26893e+06	3.00725e+06	2.99943e+06	2.96743e+06	3.04847e+06	2.96593e+06	3.04776e+06	3.05727e+06	3.26063e+06	3.27635e+06	3.06785e+06	3.1601e+06
O13297		CET1		5	5	759387	366365	815262	825528	296111	287119	950938	916160	443238	408747	850816	308532	953139	921617	402238	390858	914445	921480	407746	910191	380792	909556	454603	362974	1.00427e+06	842916	1.04394e+06	352569	418678	464814	841276	779735	1.0094e+06	978324	1.01687e+06	440388	454598	936968	808902	383292	877714	497449	386741	419696	501840	445086	991955	424495
O13516		RPS9A		1	1	831093	422012	686310	720972	369795	326563	580948	517563	258615	244494	870659	458757	854352	578812	363715	381347	609291	472650	248393	547956	227883	606538	264170	254839	742722	621993	756882	431441	385295	346626	462148	574562	552278	800755	918387	228905	227846	730876	620163	381272	752592	298495	366442	438170	451954	373619	810622	446967
O13547		CCW14		1	1	824953	277890	720075	577750	245347	282707	1.3574e+06	1.44546e+06	527848	693363	910134	482860	1.73281e+06	1.43924e+06	702774	715303	1.2815e+06	1.1068e+06	601706	1.2879e+06	457534	1.20049e+06	614267	605969	1.50787e+06	1.3704e+06	1.44371e+06	780116	663604	725808	1.04614e+06	1.03092e+06	1.05456e+06	1.34279e+06	1.32244e+06	502838	563944	1.11237e+06	1.15924e+06	667965	1.32624e+06	673475	570966	656183	583570	594051	980024	564257
O13563		RPN13		4	4	5.80036e+06	2.75468e+06	6.00353e+06	5.64766e+06	2.432e+06	2.49648e+06	4.73525e+06	4.88633e+06	2.25103e+06	2.30941e+06	5.68544e+06	2.55516e+06	4.7495e+06	4.48448e+06	2.27122e+06	2.03611e+06	5.70145e+06	5.20636e+06	2.40599e+06	4.94848e+06	2.51685e+06	5.33765e+06	2.3594e+06	2.51761e+06	4.94217e+06	4.9266e+06	4.82892e+06	2.22095e+06	2.36308e+06	2.39367e+06	4.63121e+06	4.70158e+06	5.33201e+06	5.16434e+06	4.71311e+06	2.34853e+06	2.30072e+06	4.68432e+06	4.74274e+06	2.09502e+06	4.62146e+06	2.35606e+06	2.55557e+06	2.17416e+06	2.25601e+06	2.22142e+06	4.85815e+06	2.23665e+06
O13585		YPR089W		2	2	191892	99679.1	228211	157976	60300.7	89926.9	158478	159015	116443	38503.6	152144	89408.1	126329	205589	120052	106117	118115	147552	90860.1	78731.7	114795	102781	99328.6	134348	155212	125921	178715	78449.7	109460	95657.4	185704	198907	212444	174797	148232	107300	115354	120796	210374	115903	182426	107559	124331	107719	85208.1	74212.1	159075	115448
